date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:37:59	259/259	---M--	200	added ('OK')	image/gif	etag:%224c58ad77-103%22	http://dtsnab.ru/d/72062/t/v26/images/icon1.gif	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/d/72062/t/v26/images/icon1.gif	(from http://dtsnab.ru/)
20:37:59	259/259	---M--	200	added ('OK')	image/gif	etag:%224c58ad77-103%22	http://dtsnab.ru/d/72062/t/v26/images/icon2.gif	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/d/72062/t/v26/images/icon2.gif	(from http://dtsnab.ru/)
20:38:00	259/259	---M--	200	added ('OK')	image/gif	etag:%224c58ad77-103%22	http://dtsnab.ru/d/72062/t/v26/images/icon3.gif	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/d/72062/t/v26/images/icon3.gif	(from http://dtsnab.ru/)
20:38:00	1835/1835	---M--	200	added ('OK')	image/gif	etag:%224c58ad77-72b%22	http://dtsnab.ru/d/72062/t/v26/images/body_bot_bg.gif	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/d/72062/t/v26/images/body_bot_bg.gif	(from http://dtsnab.ru/)
20:38:00	1273/1273	---M--	200	added ('OK')	image/gif	etag:%224c58ad77-4f9%22	http://dtsnab.ru/d/72062/t/v26/images/body_top_bg.gif	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/d/72062/t/v26/images/body_top_bg.gif	(from http://dtsnab.ru/)
20:38:01	24630/24630	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Jun%202017%2007:38:24%20GMT	http://dtsnab.ru/razmetka_dorog	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/razmetka_dorog.html	(from http://dtsnab.ru/)
20:38:01	33837/33837	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Jun%202017%2007:38:24%20GMT	http://dtsnab.ru/asfalt	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/asfalt.html	(from http://dtsnab.ru/)
20:38:01	23701/23701	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Jun%202017%2007:38:24%20GMT	http://dtsnab.ru/arenda_dorozhno_stroitelnoy_tehniki	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/arenda_dorozhno_stroitelnoy_tehniki.html	(from http://dtsnab.ru/)
20:38:02	20815/20815	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Jun%202017%2007:38:24%20GMT	http://dtsnab.ru/nasha_tehnika	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/nasha_tehnika.html	(from http://dtsnab.ru/)
20:38:02	33180/33180	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Jun%202017%2007:38:24%20GMT	http://dtsnab.ru/stroitelstvo-dorog	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/stroitelstvo-dorog.html	(from http://dtsnab.ru/)
20:38:03	44462/44462	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Jun%202017%2007:38:24%20GMT	http://dtsnab.ru/prays-list1	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/prays-list1.html	(from http://dtsnab.ru/)
20:38:03	26567/26567	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Jun%202017%2007:38:24%20GMT	http://dtsnab.ru/stati1	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/stati1.html	(from http://dtsnab.ru/)
20:38:07	25365/25365	---M--	200	added ('OK')	image/jpeg	etag:%224fa25c97-6315%22	http://dtsnab.ru/d/72062/d/441952003_6.jpg	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/d/72062/d/441952003_6.jpg	(from http://dtsnab.ru/)
20:38:08	32186/32186	---M--	200	added ('OK')	image/jpeg	etag:%224fa25c97-7dba%22	http://dtsnab.ru/d/72062/d/441951803_6.jpg	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/d/72062/d/441951803_6.jpg	(from http://dtsnab.ru/)
20:38:10	48064/48064	---M--	200	added ('OK')	image/gif	etag:%2253b90aff-bbc0%22	http://dtsnab.ru/thumb/A6QGkzNEOSiM3RscdGznBw/580r450/72062/dtsnab__baner.gif	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/thumb/A6QGkzNEOSiM3RscdGznBw/580r450/72062/dtsnab__baner.gif	(from http://dtsnab.ru/)
20:38:11	23744/23744	---M--	200	added ('OK')	image/jpeg	etag:%224fa25c98-5cc0%22	http://dtsnab.ru/d/72062/d/441952203_6.jpg	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/d/72062/d/441952203_6.jpg	(from http://dtsnab.ru/)
20:38:14	34064/34064	---M--	200	added ('OK')	image/jpeg	etag:%224fa2641d-8510%22	http://dtsnab.ru/d/72062/d/441974603_6.jpg	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/d/72062/d/441974603_6.jpg	(from http://dtsnab.ru/)
20:38:15	28094/28094	---M--	200	added ('OK')	image/jpeg	etag:%224fa2641e-6dbe%22	http://dtsnab.ru/d/72062/d/441974803_6.jpg	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/d/72062/d/441974803_6.jpg	(from http://dtsnab.ru/)
20:38:16	27372/27372	---M--	200	added ('OK')	image/jpeg	etag:%224fa264b2-6aec%22	http://dtsnab.ru/d/72062/d/441977803_6.jpg	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/d/72062/d/441977803_6.jpg	(from http://dtsnab.ru/)
20:38:23	56401/56401	---M--	200	added ('OK')	image/jpeg	etag:%224fa26fca-dc51%22	http://dtsnab.ru/d/72062/d/442037803_7.jpg	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/d/72062/d/442037803_7.jpg	(from http://dtsnab.ru/)
20:38:23	46102/46102	---M--	200	added ('OK')	image/jpeg	etag:%224fa26fcc-b416%22	http://dtsnab.ru/d/72062/d/442038203_7.jpg	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/d/72062/d/442038203_7.jpg	(from http://dtsnab.ru/)
20:38:23	17891/17891	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Jun%202017%2007:38:24%20GMT	http://dtsnab.ru/dostavka	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/dostavka.html	(from http://dtsnab.ru/)
20:38:24	1503/1503	---M--	200	added ('OK')	image/gif	etag:%22515bceee-5df%22	http://dtsnab.ru/d/72062/t/v26/images/bot_right.gif	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/d/72062/t/v26/images/bot_right.gif	(from http://dtsnab.ru/)
20:38:24	32603/32603	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Jun%202017%2007:38:24%20GMT	http://dtsnab.ru/prays-list	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/prays-list.html	(from http://dtsnab.ru/)
20:38:25	28272/28272	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Jun%202017%2007:38:24%20GMT	http://dtsnab.ru/prays-list-blagoustroistvo-territorii	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/prays-list-blagoustroistvo-territorii.html	(from http://dtsnab.ru/)
20:38:25	55779/55779	---M--	200	added ('OK')	image/jpeg	etag:%224fa26fcd-d9e3%22	http://dtsnab.ru/d/72062/d/442038403_7.jpg	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/d/72062/d/442038403_7.jpg	(from http://dtsnab.ru/)
20:38:25	20449/20449	---MCZ	200	added ('OK')	text/html	date:Wed,%2014%20Jun%202017%2007:38:24%20GMT	http://dtsnab.ru/torgovo-razvlekatelnyy-centr-gudzon	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/torgovo-razvlekatelnyy-centr-gudzon.html	(from http://dtsnab.ru/)
20:38:25	149/149	---M--	200	added ('OK')	text/javascript	etag:%2252d7d9f8-95%22	http://counter.megagroup.ru/loader.js?	C:/My%20Web%20Sites/dtsnab.ru/counter.megagroup.ru/loaderd41d.js	(from http://dtsnab.ru/)
20:38:26	43/43	---M--	200	added ('OK')	image/gif	etag:%224c58ad77-2b%22	http://dtsnab.ru/d/72062/t/v26/images/spacer.gif	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/d/72062/t/v26/images/spacer.gif	(from http://dtsnab.ru/)
20:38:26	17717/17717	---M--	200	added ('OK')	image/gif	etag:%22515d5caa-4535%22	http://dtsnab.ru/d/72062/t/v26/images/bot_pic.gif	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/d/72062/t/v26/images/bot_pic.gif	(from http://dtsnab.ru/)
20:38:26	2013/2013	---M--	200	added ('OK')	image/jpeg	etag:%224c58ad77-7dd%22	http://dtsnab.ru/d/72062/t/v26/images/top_bg.jpg	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/d/72062/t/v26/images/top_bg.jpg	(from http://dtsnab.ru/d/72062/t/v26/images/styles.css)
20:38:26	266/266	---M--	200	added ('OK')	image/gif	etag:%224c58ad77-10a%22	http://dtsnab.ru/d/72062/t/v26/images/search.gif	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/d/72062/t/v26/images/search.gif	(from http://dtsnab.ru/d/72062/t/v26/images/styles.css)
20:38:26	370/370	---M--	200	added ('OK')	image/gif	etag:%224c58ad77-172%22	http://dtsnab.ru/d/72062/t/v26/images/search_button.gif	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/d/72062/t/v26/images/search_button.gif	(from http://dtsnab.ru/d/72062/t/v26/images/styles.css)
20:38:27	1542/1542	---M--	200	added ('OK')	image/gif	etag:%224c58ad77-606%22	http://dtsnab.ru/d/72062/t/v26/images/tmenu_left_o.gif	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/d/72062/t/v26/images/tmenu_left_o.gif	(from http://dtsnab.ru/d/72062/t/v26/images/styles.css)
20:38:27	1543/1543	---M--	200	added ('OK')	image/gif	etag:%224c58ad77-607%22	http://dtsnab.ru/d/72062/t/v26/images/tmenu_right_o.gif	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/d/72062/t/v26/images/tmenu_right_o.gif	(from http://dtsnab.ru/d/72062/t/v26/images/styles.css)
20:38:27	266/266	---M--	200	added ('OK')	image/gif	etag:%224c58ad77-10a%22	http://dtsnab.ru/d/72062/t/v26/images/tmenu_bg_o.gif	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/d/72062/t/v26/images/tmenu_bg_o.gif	(from http://dtsnab.ru/d/72062/t/v26/images/styles.css)
20:38:27	139/139	---M--	200	added ('OK')	image/gif	etag:%224c58ad77-8b%22	http://dtsnab.ru/d/72062/t/v26/images/lmenu_top_n.gif	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/d/72062/t/v26/images/lmenu_top_n.gif	(from http://dtsnab.ru/d/72062/t/v26/images/styles.css)
20:38:28	139/139	---M--	200	added ('OK')	image/gif	etag:%224c58ad77-8b%22	http://dtsnab.ru/d/72062/t/v26/images/lmenu_top_o.gif	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/d/72062/t/v26/images/lmenu_top_o.gif	(from http://dtsnab.ru/d/72062/t/v26/images/styles.css)
20:38:28	138/138	---M--	200	added ('OK')	image/gif	etag:%224c58ad77-8a%22	http://dtsnab.ru/d/72062/t/v26/images/lmenu_bot_n.gif	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/d/72062/t/v26/images/lmenu_bot_n.gif	(from http://dtsnab.ru/d/72062/t/v26/images/styles.css)
20:38:28	138/138	---M--	200	added ('OK')	image/gif	etag:%224c58ad77-8a%22	http://dtsnab.ru/d/72062/t/v26/images/lmenu_bot_o.gif	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/d/72062/t/v26/images/lmenu_bot_o.gif	(from http://dtsnab.ru/d/72062/t/v26/images/styles.css)
20:38:28	63/63	---M--	200	added ('OK')	image/gif	etag:%224c58ad77-3f%22	http://dtsnab.ru/d/72062/t/v26/images/lmenu_icon_n.gif	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/d/72062/t/v26/images/lmenu_icon_n.gif	(from http://dtsnab.ru/d/72062/t/v26/images/styles.css)
20:38:29	63/63	---M--	200	added ('OK')	image/gif	etag:%224c58ad77-3f%22	http://dtsnab.ru/d/72062/t/v26/images/lmenu_icon_o.gif	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/d/72062/t/v26/images/lmenu_icon_o.gif	(from http://dtsnab.ru/d/72062/t/v26/images/styles.css)
20:38:29	231/231	---M--	200	added ('OK')	image/gif	etag:%224c58ad77-e7%22	http://dtsnab.ru/d/72062/t/v26/images/contact_title.gif	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/d/72062/t/v26/images/contact_title.gif	(from http://dtsnab.ru/d/72062/t/v26/images/styles.css)
20:38:29	301/301	---M--	200	added ('OK')	image/gif	etag:%224c58ad77-12d%22	http://dtsnab.ru/d/72062/t/v26/images/news_title.gif	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/d/72062/t/v26/images/news_title.gif	(from http://dtsnab.ru/d/72062/t/v26/images/styles.css)
20:38:29	70/70	---M--	200	added ('OK')	image/gif	etag:%224c58ad77-46%22	http://dtsnab.ru/d/72062/t/v26/images/news_bg.gif	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/d/72062/t/v26/images/news_bg.gif	(from http://dtsnab.ru/d/72062/t/v26/images/styles.css)
20:38:29	170/170	---M--	200	added ('OK')	image/gif	etag:%224c58ad77-aa%22	http://dtsnab.ru/d/72062/t/v26/images/date_left.gif	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/d/72062/t/v26/images/date_left.gif	(from http://dtsnab.ru/d/72062/t/v26/images/styles.css)
20:38:30	174/174	---M--	200	added ('OK')	image/gif	etag:%224c58ad77-ae%22	http://dtsnab.ru/d/72062/t/v26/images/date_right.gif	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/d/72062/t/v26/images/date_right.gif	(from http://dtsnab.ru/d/72062/t/v26/images/styles.css)
20:38:30	198/198	---M--	200	added ('OK')	image/gif	etag:%224c58ad77-c6%22	http://dtsnab.ru/d/72062/t/v26/images/block_title.gif	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/d/72062/t/v26/images/block_title.gif	(from http://dtsnab.ru/d/72062/t/v26/images/styles.css)
20:38:30	209/209	---M--	200	added ('OK')	image/gif	etag:%224bffa0aa-d1%22	http://dtsnab.ru/shared/highslide/graphics/fullexpand.gif	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/shared/highslide/graphics/fullexpand.gif	(from http://dtsnab.ru/shared/highslide/highslide.css)
20:38:30	282273/282273	---M--	200	added ('OK')	image/png	etag:%225166eedc-44ea1%22	http://dtsnab.ru/d/72062/t/images/navigate.png	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/d/72062/t/images/navigate.png	(from http://dtsnab.ru/)
20:38:31	673/673	---M--	200	added ('OK')	image/gif	etag:%224bffa0aa-2a1%22	http://dtsnab.ru/shared/highslide/graphics/loader.white.gif	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/shared/highslide/graphics/loader.white.gif	(from http://dtsnab.ru/shared/highslide/highslide.css)
20:38:31	1910/1910	---M--	200	added ('OK')	image/png	etag:%224bffa0aa-776%22	http://dtsnab.ru/shared/highslide/graphics/close.png	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/shared/highslide/graphics/close.png	(from http://dtsnab.ru/shared/highslide/highslide.css)
20:38:31	4999/4999	---M--	200	added ('OK')	image/gif	etag:%224bffa0aa-1387%22	http://dtsnab.ru/shared/highslide/graphics/controlbar-white.gif	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/shared/highslide/graphics/controlbar-white.gif	(from http://dtsnab.ru/shared/highslide/highslide.css)
20:38:31	70/70	---M--	200	added ('OK')	image/gif	etag:%224bffa0aa-46%22	http://dtsnab.ru/shared/highslide/graphics/resize.gif	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/shared/highslide/graphics/resize.gif	(from http://dtsnab.ru/shared/highslide/highslide.css)
20:38:32	3665/3665	---M--	200	added ('OK')	image/png	etag:%224bffa0aa-e51%22	http://dtsnab.ru/shared/highslide/graphics/closeX.png	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/shared/highslide/graphics/closeX.png	(from http://dtsnab.ru/shared/highslide/highslide.css)
20:38:32	5109/5109	---M--	200	added ('OK')	image/gif	etag:%224bffa0aa-13f5%22	http://dtsnab.ru/shared/highslide/graphics/controlbar-black-border.gif	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/shared/highslide/graphics/controlbar-black-border.gif	(from http://dtsnab.ru/shared/highslide/highslide.css)
20:38:32	867/867	---M--	200	added ('OK')	image/gif	etag:%224bffa0aa-363%22	http://dtsnab.ru/shared/highslide/graphics/icon.gif	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/shared/highslide/graphics/icon.gif	(from http://dtsnab.ru/shared/highslide/highslide.css)
20:38:32	3151/3151	---M--	200	added ('OK')	image/gif	etag:%224bffa0aa-c4f%22	http://dtsnab.ru/shared/highslide/graphics/controlbar-white-small.gif	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/shared/highslide/graphics/controlbar-white-small.gif	(from http://dtsnab.ru/shared/highslide/highslide.css)
20:38:33	1300/1300	---M--	200	added ('OK')	image/png	etag:%224bffa0aa-514%22	http://dtsnab.ru/shared/highslide/graphics/controlbar-text-buttons.png	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/shared/highslide/graphics/controlbar-text-buttons.png	(from http://dtsnab.ru/shared/highslide/highslide.css)
20:38:33	6463/6463	---M--	200	added ('OK')	image/png	etag:%224bffa0aa-193f%22	http://dtsnab.ru/shared/highslide/graphics/scrollarrows.png	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/shared/highslide/graphics/scrollarrows.png	(from http://dtsnab.ru/shared/highslide/highslide.css)
20:38:33	326/326	---M--	200	added ('OK')	image/vnd.microsoft.icon	etag:%224bffa0aa-146%22	http://dtsnab.ru/shared/highslide/graphics/zoomin.cur	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/shared/highslide/graphics/zoomin.cur	(from http://dtsnab.ru/shared/highslide/style1.css)
20:38:33	678/678	---M--	200	added ('OK')	image/gif	etag:%224e4b9942-2a6%22	http://dtsnab.ru/shared/highslide/graphics/controlbar-mega1.gif	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/shared/highslide/graphics/controlbar-mega1.gif	(from http://dtsnab.ru/shared/highslide/style1.css)
20:38:34	209/209	---M--	200	added ('OK')	image/gif	etag:%2251248fce-d1%22	http://dtsnab.ru/shared/highslide-4.1.13/graphics/fullexpand.gif	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/shared/highslide-4.1.13/graphics/fullexpand.gif	(from http://dtsnab.ru/shared/highslide-4.1.13/highslide.min.css)
20:38:34	673/673	---M--	200	added ('OK')	image/gif	etag:%2251248fce-2a1%22	http://dtsnab.ru/shared/highslide-4.1.13/graphics/loader.white.gif	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/shared/highslide-4.1.13/graphics/loader.white.gif	(from http://dtsnab.ru/shared/highslide-4.1.13/highslide.min.css)
20:38:34	1910/1910	---M--	200	added ('OK')	image/png	etag:%2251248fce-776%22	http://dtsnab.ru/shared/highslide-4.1.13/graphics/close.png	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/shared/highslide-4.1.13/graphics/close.png	(from http://dtsnab.ru/shared/highslide-4.1.13/highslide.min.css)
20:38:34	4999/4999	---M--	200	added ('OK')	image/gif	etag:%2251248fce-1387%22	http://dtsnab.ru/shared/highslide-4.1.13/graphics/controlbar-white.gif	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/shared/highslide-4.1.13/graphics/controlbar-white.gif	(from http://dtsnab.ru/shared/highslide-4.1.13/highslide.min.css)
20:38:35	70/70	---M--	200	added ('OK')	image/gif	etag:%2251248fce-46%22	http://dtsnab.ru/shared/highslide-4.1.13/graphics/resize.gif	C:/My%20Web%20Sites/dtsnab.ru/dtsnab.ru/shared/highslide-4.1.13/graphics/resize.gif	(from http://dtsnab.ru/shared/highslide-4.1.13/highslide.min.css)
